,total_of_www,longest_word_path,phish_hints,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,domain_age,web_traffic,google_index,page_rank
2887,0,10,0,0,0.0,0.0,1954,4403,1,3
2888,0,52,4,0,0.0,0.0,322,126941,1,0
2889,0,32,0,39,1.0,0.0,3918,0,1,0
2890,1,10,0,169,0.585798817,0.414201183,5242,7469069,1,3
2891,0,8,0,0,0.0,0.0,959,37229,1,2
2892,1,12,0,0,0.0,0.0,5301,0,1,0
2893,0,17,0,51,1.0,0.0,3993,5707171,1,0
2894,0,0,1,0,0.0,0.0,5158,0,1,8
2895,0,7,0,0,0.0,0.0,5614,0,1,5
2896,1,13,0,196,0.857142857,0.142857143,6256,689,0,6
2897,1,8,0,170,0.9,0.1,7840,3993,1,5
2898,0,10,0,230,0.969565217,0.0304347829999999,6431,623,0,5
2899,0,0,0,88,0.420454545,0.579545455,7296,0,0,5
2900,0,17,0,51,1.0,0.0,3992,5697976,1,0
2901,0,5,0,81,0.851851852,0.148148148,2344,233673,1,2
2902,1,10,0,76,0.986842105,0.013157895,8053,1456,0,6
2903,1,32,3,88,0.897727273,0.102272727,2046,0,1,0
2904,0,10,4,0,0.0,0.0,2381,0,1,2
2905,1,8,0,50,0.3,0.7,6092,128103,0,5
2906,1,0,0,30,0.7,0.3,2134,909720,0,3
2907,1,0,0,99,0.8585858590000001,0.141414141,86,0,0,0
2908,0,32,0,64,0.078125,0.921875,3205,0,1,0
2909,0,24,0,0,0.0,0.0,3426,6045690,1,1
2910,0,3,0,1,1.0,0.0,7202,1082977,1,2
2911,1,18,0,103,0.932038835,0.067961165,6831,0,1,0
2912,1,0,0,50,0.74,0.26,3537,0,0,2
2913,1,9,0,159,0.8993710690000001,0.1006289309999999,7217,205950,0,5
2914,0,0,0,0,0.0,0.0,388,0,1,0
2915,0,10,1,9,1.0,0.0,1393,0,0,0
2916,1,0,0,11,0.272727273,0.727272727,2532,64145,0,4
2917,1,0,0,11,0.363636364,0.636363636,4886,1421754,0,4
2918,0,8,0,36,0.75,0.25,7634,54115,1,6
2919,1,7,0,81,0.851851852,0.148148148,5309,111086,0,4
2920,1,0,0,91,0.857142857,0.142857143,5322,189061,0,4
2921,0,13,0,25,0.84,0.16,454,7864522,1,0
2922,0,5,1,27,1.0,0.0,6636,0,1,0
2923,0,11,0,140,0.771428571,0.228571429,3501,3551602,0,1
2924,1,9,0,23,0.869565217,0.130434783,3157,9211,0,5
2925,0,32,0,468,0.3525641029999999,0.647435897,5670,881,0,6
2926,0,9,0,14,1.0,0.0,33,0,1,0
2927,0,288,0,1,0.0,1.0,7086,18263,1,3
2928,0,15,1,5,1.0,0.0,2660,0,1,4
2929,1,11,0,113,0.911504425,0.088495575,12125,1000,0,7
2930,1,10,0,6,0.166666667,0.833333333,5088,0,1,0
2931,1,9,0,79,0.759493671,0.240506329,6739,10600,0,6
2932,0,7,2,17,0.882352941,0.117647059,2805,1244719,1,2
2933,0,288,0,1,0.0,1.0,7086,18263,1,3
2934,0,46,0,11,0.090909091,0.909090909,8019,0,1,4
2935,1,0,0,0,0.0,0.0,158,0,1,0
2936,1,7,0,154,0.590909091,0.409090909,5381,299694,0,5
2937,1,8,0,213,0.79342723,0.20657277,4744,343984,0,4
2938,1,0,0,27,0.518518519,0.481481481,1038,3186834,0,1
2939,0,2,0,59,0.644067797,0.3559322029999999,7951,14198,0,3
2940,1,5,0,198,0.929292929,0.070707071,5885,183,0,6
2941,0,6,0,560,0.896428571,0.103571429,7160,2358,0,3
2942,0,0,0,14,0.928571429,0.071428571,564,0,0,2
2943,1,10,0,119,0.932773109,0.067226891,5047,379,0,5
2944,0,7,0,0,0.0,0.0,5460,0,1,0
2945,1,7,0,0,0.0,0.0,4537,0,1,1
2946,0,44,0,64,0.84375,0.15625,134,1508317,1,2
2947,0,11,0,16,0.25,0.75,6079,12395,1,5
2948,1,19,2,15,0.933333333,0.066666667,2204,5038359,1,0
2949,1,11,0,52,0.961538462,0.0384615379999999,8760,419769,0,4
2950,0,6,0,216,0.87037037,0.12962963,7159,2336,0,3
2951,0,33,0,26,0.115384615,0.884615385,8019,0,0,4
2952,0,7,0,265,0.966037736,0.033962264,7131,12,0,7
2953,0,0,1,1,1.0,0.0,1901,0,1,0
2954,1,10,0,417,0.944844125,0.055155875,6317,8160,0,6
2955,1,8,1,0,0.0,0.0,8705,974180,0,4
2956,1,0,0,16,0.6875,0.3125,3271,0,0,3
2957,0,11,0,0,0.0,0.0,3153,0,1,3
2958,1,2,0,52,0.673076923,0.326923077,5901,58597,0,4
2959,0,17,0,51,1.0,0.0,3993,5707171,1,0
2960,1,10,0,202,0.5841584160000001,0.415841584,6670,6844,1,5
2961,0,8,0,0,0.0,0.0,7800,2868149,1,5
2962,1,0,0,4,0.25,0.75,2563,106157,0,2
2963,1,12,0,301,0.910299003,0.0897009969999999,9229,767,1,6
2964,0,9,0,35,0.142857143,0.857142857,7297,0,1,5
2965,0,10,0,93,0.4301075270000001,0.569892473,5658,3453085,0,4
2966,1,6,0,18,0.833333333,0.166666667,6107,0,1,3
2967,1,10,0,139,0.920863309,0.079136691,9104,7022,0,5
2968,0,13,0,0,0.0,0.0,1868,2161928,1,2
2969,0,17,0,51,1.0,0.0,3992,5697976,1,0
2970,1,10,0,172,0.808139535,0.191860465,5086,53314,0,5
2971,0,9,0,296,0.972972973,0.027027027,8024,88431,0,5
2972,1,0,0,75,0.893333333,0.1066666669999999,6142,1287255,0,2
2973,1,0,0,211,0.710900474,0.289099526,7969,15330,0,5
2974,0,0,0,48,0.4791666670000001,0.520833333,7296,10475848,0,5
2975,0,10,0,18,0.222222222,0.7777777779999999,5257,2368887,0,1
2976,0,5,0,0,0.0,0.0,7856,18244,1,4
2977,0,13,0,0,0.0,0.0,454,0,1,0
2978,0,5,2,15,1.0,0.0,1036,0,1,0
2979,1,7,0,336,0.7351190479999999,0.264880952,9283,124,0,7
2980,0,0,0,5,0.8,0.2,2837,0,1,2
2981,0,4,0,44,0.954545455,0.045454545,8638,17601,0,5
2982,1,0,0,76,0.078947368,0.921052632,3927,1623912,0,2
2983,0,0,0,59,0.915254237,0.084745763,4680,3802734,0,1
2984,1,11,0,39,0.512820513,0.487179487,6301,1416073,0,3
2985,0,32,3,64,0.390625,0.609375,3734,4969132,1,2
2986,1,17,0,0,0.0,0.0,8733,0,1,3
2987,1,6,0,110,0.954545455,0.045454545,6328,523,0,7
2988,1,8,0,259,0.563706564,0.436293436,6807,0,0,4
2989,0,17,2,1,0.0,1.0,8348,1,1,10
2990,0,10,1,8,0.125,0.875,1953,4365,1,3
2991,1,8,4,10,1.0,0.0,3046,0,1,1
2992,0,8,3,22,0.909090909,0.090909091,397,0,1,0
2993,0,6,0,159,0.943396226,0.056603774,7160,2336,1,3
2994,0,12,0,0,0.0,0.0,10357,86683,1,5
2995,1,18,3,0,0.0,0.0,415,0,1,0
2996,1,8,0,34,0.588235294,0.411764706,16,8051915,1,0
2997,0,0,0,103,0.932038835,0.067961165,6831,1605716,1,0
2998,0,53,4,0,0.0,0.0,322,126941,1,0
2999,0,7,0,64,0.640625,0.359375,4968,8541,0,4
3000,0,17,0,51,1.0,0.0,3992,5697976,1,0
3001,1,8,3,0,0.0,0.0,3710,0,1,3
3002,1,0,0,68,0.308823529,0.6911764709999999,4333,0,0,2
3003,1,8,0,14,0.5,0.5,4209,66570,0,5
3004,1,0,0,113,0.7787610620000001,0.221238938,1941,1181262,0,4
3005,0,3,0,8,1.0,0.0,1338,22211,1,6
3006,1,10,0,136,0.735294118,0.264705882,9024,11315,1,5
3007,0,5,0,0,0.0,0.0,3153,37934,1,7
3008,0,15,0,14,0.071428571,0.928571429,7802,0,1,5
3009,0,7,0,345,0.8956521740000001,0.1043478259999999,7156,2272,0,3
3010,0,9,0,355,0.535211268,0.464788732,6054,41,0,8
3011,0,13,0,13,1.0,0.0,3828,0,1,2
3012,0,5,0,0,0.0,0.0,5626,0,1,5
3013,0,11,0,54,0.611111111,0.3888888889999999,8520,8,1,10
3014,1,0,0,93,0.580645161,0.419354839,2118,0,0,3
3015,1,8,0,3,1.0,0.0,11,0,1,0
3016,1,7,0,8,0.625,0.375,7578,2639822,0,5
3017,0,5,0,106,0.933962264,0.066037736,9095,4199,0,6
3018,0,0,0,14,0.142857143,0.857142857,2202,15868,1,5
3019,0,0,1,76,1.0,0.0,3700,178807,1,4
3020,0,0,0,148,0.209459459,0.7905405409999999,7772,0,0,6
3021,0,0,0,13,0.461538462,0.538461538,2581,3704884,1,4
3022,1,7,0,109,0.71559633,0.28440367,8440,3175,0,7
3023,1,0,0,61,0.721311475,0.278688525,4913,0,0,3
3024,0,8,0,48,0.916666667,0.083333333,5440,5483,0,6
3025,1,0,0,186,0.956989247,0.043010753,3987,834691,0,2
3026,0,0,0,81,0.135802469,0.864197531,7298,566137,0,5
3027,1,6,0,157,0.23566879,0.76433121,5079,97457,0,5
3028,0,5,0,52,0.865384615,0.134615385,7816,210,0,7
3029,1,0,0,26,0.807692308,0.192307692,3502,535644,0,4
3030,1,11,0,274,0.912408759,0.087591241,8469,42124,0,4
3031,1,0,0,14,0.0,1.0,2356,0,0,2
3032,0,17,0,51,1.0,0.0,3993,5707171,1,0
3033,0,8,3,231,1.0,0.0,1744,0,0,2
3034,1,10,0,232,0.99137931,0.00862069,6843,74297,0,5
3035,1,10,0,324,0.978395062,0.0216049379999999,8075,89130,0,4
3036,0,32,0,31,0.032258065,0.967741935,1016,1211946,1,2
3037,1,0,0,81,0.962962963,0.037037037,8422,471755,0,3
3038,0,17,0,4,1.0,0.0,4003,5816617,1,0
3039,0,0,0,6,0.5,0.5,4516,144211,0,4
3040,1,7,0,113,0.92920354,0.07079646,4364,2396418,1,2
3041,0,2,0,0,0.0,0.0,1780,0,0,0
3042,1,13,4,45,1.0,0.0,175,0,1,0
3043,1,0,0,108,0.435185185,0.564814815,8360,1490065,0,4
3044,1,7,0,150,0.7533333329999999,0.246666667,8075,14837,0,5
3045,0,11,0,78,0.871794872,0.128205128,12031,101986,0,4
3046,0,0,0,38,1.0,0.0,625,0,0,0
3047,0,13,4,6,0.333333333,0.666666667,4609,0,1,3
3048,1,16,0,4,1.0,0.0,2889,0,1,1
3049,0,0,0,100,0.91,0.09,4987,0,0,2
3050,0,7,0,34,0.588235294,0.411764706,1777,2408885,1,3
3051,1,11,0,86,0.802325581,0.197674419,6133,28448,0,5
3052,0,0,1,24,0.916666667,0.083333333,4489,0,1,3
3053,0,9,0,174,0.67816092,0.32183908,5797,1518,0,7
3054,1,3,0,0,0.0,0.0,4460,0,1,2
3055,0,1,0,17,0.058823529,0.941176471,7296,0,1,5
3056,0,0,0,117,0.931623932,0.068376068,2799,1263403,0,3
3057,1,0,0,429,0.979020979,0.020979021,3624,699776,0,3
3058,1,7,0,160,0.96875,0.03125,3923,0,1,2
3059,1,9,3,26,1.0,0.0,2668,0,1,0
3060,0,32,0,0,0.0,0.0,4375,0,1,1
3061,0,12,0,81,0.691358025,0.308641975,3565,39004,0,6
3062,0,0,1,28,0.892857143,0.107142857,4489,0,0,3
3063,0,0,0,237,0.852320675,0.147679325,4,0,1,0
3064,0,0,0,5,0.8,0.2,2837,0,0,2
3065,0,15,2,45,1.0,0.0,101,0,1,0
3066,1,8,0,3,1.0,0.0,11,0,1,0
3067,0,12,0,18,0.166666667,0.833333333,5670,5836,0,6
3068,0,8,2,1,0.0,1.0,8348,1,0,10
3069,0,6,0,90,0.7555555559999999,0.2444444439999999,4180,0,1,0
3070,1,9,0,55,0.4727272729999999,0.527272727,5636,2,0,10
3071,0,9,0,0,0.0,0.0,7573,7471,0,5
3072,1,15,4,6,0.333333333,0.666666667,4609,0,1,3
3073,0,11,0,145,0.772413793,0.2275862069999999,12539,812,1,7
3074,0,6,0,8,1.0,0.0,1338,22211,1,6
3075,0,11,0,8,1.0,0.0,4631,1569597,1,1
3076,0,7,0,53,0.754716981,0.245283019,2344,233673,1,2
3077,0,7,0,582,0.2886597939999999,0.7113402059999999,4,0,1,0
3078,0,7,3,7,0.7142857140000001,0.285714286,657,0,1,0
3079,0,6,0,266,0.954887218,0.045112782,7157,2294,1,3
3080,1,6,1,5,0.4,0.6,5230,0,1,0
3081,0,22,1,15,1.0,0.0,1079,0,1,0
3082,0,9,0,50,0.16,0.84,3890,173,1,10
3083,0,9,3,31,0.7419354840000001,0.258064516,2500,0,1,2
3084,0,5,1,103,0.932038835,0.067961165,7050,728078,1,0
3085,0,10,0,127,0.68503937,0.31496063,7619,2192,0,5
3086,0,9,0,66,0.833333333,0.166666667,10570,2069,0,7
3087,1,6,0,104,0.817307692,0.182692308,9200,685,0,6
3088,1,7,0,0,0.0,0.0,6267,0,1,0
3089,1,6,1,145,0.951724138,0.048275862,9018,1518277,1,2
3090,0,9,0,0,0.0,0.0,7449,385,0,8
3091,0,7,0,64,0.65625,0.34375,4739,5460,0,5
3092,0,0,0,0,0.0,0.0,2837,0,1,2
3093,1,10,0,61,0.8688524590000001,0.131147541,3747,774723,1,4
3094,0,7,0,1,1.0,0.0,2943,0,1,1
3095,0,4,0,21,0.19047619,0.80952381,5626,0,1,5
3096,0,6,0,560,0.910714286,0.089285714,7129,12,1,7
3097,0,13,0,21,0.952380952,0.047619048,6967,118171,0,5
3098,1,75,1,1,1.0,0.0,5963,0,1,0
3099,1,0,0,195,0.943589744,0.056410256,8708,1562899,0,3
3100,1,5,1,18,1.0,0.0,3822,0,1,0
3101,0,11,1,0,0.0,0.0,9553,4315,0,7
3102,1,0,0,12,0.5,0.5,1846,1306556,0,1
3103,0,32,0,31,0.032258065,0.967741935,1016,1211946,1,2
3104,0,4,0,35,0.457142857,0.542857143,7949,0,1,2
3105,0,11,0,63,0.73015873,0.26984127,8454,64256,1,5
3106,0,9,1,32,0.1875,0.8125,5442,0,1,2
3107,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
3108,1,0,1,0,0.0,0.0,101,0,1,0
3109,1,17,3,10,0.9,0.1,531,0,1,0
3110,0,3,0,0,0.0,0.0,7685,1096263,0,3
3111,1,8,0,3,1.0,0.0,11,0,1,0
3112,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
3113,0,0,0,25,0.6,0.4,7557,3203037,0,3
3114,0,19,0,0,0.0,0.0,3384,0,1,0
3115,0,0,0,7,0.142857143,0.857142857,7497,648147,0,3
3116,1,0,0,69,0.956521739,0.043478261,2168,994840,0,2
3117,0,18,1,1,1.0,0.0,6114,6765657,1,2
3118,0,0,0,24,0.083333333,0.916666667,7297,2885582,0,5
3119,1,4,0,651,0.955453149,0.044546851,9336,403988,0,3
3120,0,0,0,22,0.181818182,0.818181818,5616,0,1,5
3121,1,7,0,31,0.64516129,0.35483871,1159,0,0,2
3122,1,9,0,154,0.987012987,0.012987013,7881,436856,0,5
3123,0,0,0,6,0.0,1.0,7412,1561104,1,2
3124,1,8,0,25,0.96,0.04,8173,605314,1,5
3125,0,18,0,22,0.772727273,0.2272727269999999,5056,77743,0,4
3126,0,13,3,8,1.0,0.0,1543,0,1,0
3127,1,11,0,114,0.859649123,0.1403508769999999,4288,218205,1,5
3128,0,0,0,1,1.0,0.0,2202,670876,1,1
3129,0,10,1,63,0.6984126979999999,0.301587302,785,0,1,1
3130,0,240,2,1,1.0,0.0,1037,13295,1,2
3131,1,2,0,14,1.0,0.0,167,0,0,0
3132,1,8,4,10,0.1,0.9,4503,0,1,0
3133,1,12,0,30,0.833333333,0.166666667,9547,7050,0,6
3134,1,4,0,37,0.783783784,0.216216216,6348,2869931,1,2
3135,0,0,0,58,0.948275862,0.0517241379999999,8887,6602,0,3
3136,1,32,0,33,0.787878788,0.212121212,2105,0,1,0
3137,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
3138,1,0,0,23,0.52173913,0.47826087,523,8721545,0,3
3139,1,0,0,35,0.428571429,0.571428571,5981,0,0,2
3140,0,3,2,8,0.125,0.875,295,0,1,0
3141,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
3142,0,0,0,14,0.071428571,0.928571429,7295,10294744,1,5
3143,1,6,0,49,0.224489796,0.775510204,2494,1084759,0,4
3144,0,10,1,4,1.0,0.0,4562,0,1,0
3145,0,5,0,718,0.920612813,0.079387187,6433,625,0,5
3146,0,7,0,890,0.924719101,0.075280899,7119,32633,1,4
3147,0,0,0,1,1.0,0.0,8453,57889,0,5
3148,0,9,0,147,0.156462585,0.843537415,5443,0,1,2
3149,0,12,0,1,0.0,1.0,8346,1,1,10
3150,0,4,0,103,0.932038835,0.067961165,7189,481145,1,1
3151,0,17,0,51,1.0,0.0,3992,5697976,1,0
3152,0,6,0,0,0.0,0.0,5026,0,1,1
3153,0,22,0,20,1.0,0.0,168,0,1,0
3154,0,11,0,56,0.0,1.0,2098,0,1,2
3155,1,17,0,23,0.6521739129999999,0.347826087,12238,2578,1,5
3156,1,6,0,289,0.906574394,0.093425606,8917,1358,0,7
3157,0,11,1,1,0.0,1.0,5745,0,1,0
3158,1,0,0,119,0.941176471,0.058823529,6232,4191233,0,5
3159,0,7,0,384,0.903645833,0.0963541669999999,7134,12,0,7
3160,0,0,0,58,0.931034483,0.068965517,803,2778969,0,2
3161,1,32,0,30,0.966666667,0.033333333,5767,0,1,2
3162,0,10,0,3,1.0,0.0,60,7866174,1,0
3163,0,5,0,32,1.0,0.0,72,0,1,0
3164,1,0,0,62,1.0,0.0,258,0,0,0
3165,0,0,0,102,0.480392157,0.519607843,7298,3725373,0,5
3166,0,1,0,61,0.7540983609999999,0.2459016389999999,5159,0,0,8
3167,0,18,0,1,0.0,1.0,8347,1,1,10
3168,0,4,0,15,0.666666667,0.333333333,670,0,1,0
3169,0,4,0,83,0.469879518,0.5301204820000001,5616,0,1,5
3170,0,0,0,0,0.0,0.0,66,0,1,0
3171,0,4,0,83,0.469879518,0.5301204820000001,5613,0,1,5
3172,0,17,0,51,1.0,0.0,3993,5707171,1,0
3173,0,7,0,284,0.7464788729999999,0.253521127,6070,14420,0,5
3174,0,8,0,26,0.961538462,0.0384615379999999,10674,23,1,8
3175,0,8,0,0,0.0,0.0,2304,10744976,1,1
3176,1,8,0,102,0.774509804,0.225490196,4315,2210,0,5
3177,1,8,0,53,0.867924528,0.132075472,5184,1078203,0,4
3178,0,16,0,0,0.0,0.0,3509,6974,0,2
3179,0,32,0,31,0.032258065,0.967741935,1016,1211946,1,2
3180,0,12,0,13,1.0,0.0,567,0,1,0
3181,0,0,0,284,0.964788732,0.035211268,2242,1584299,0,2
3182,0,2,0,11,0.909090909,0.090909091,13,0,1,0
3183,0,11,2,118,1.0,0.0,5454,74,1,4
3184,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
3185,0,9,0,23,0.173913043,0.826086957,2870,0,1,2
3186,1,7,0,81,0.975308642,0.0246913579999999,3814,236842,0,5
3187,0,8,0,765,0.903267974,0.096732026,6338,289,0,5
3188,0,28,1,10,0.0,1.0,8348,1,1,10
3189,0,8,3,5,0.4,0.6,57,0,1,2
3190,1,0,0,133,0.977443609,0.022556391,7610,153891,0,4
3191,1,0,0,471,0.968152866,0.031847134,4148,604851,0,2
3192,0,8,0,0,0.0,0.0,3076,0,1,1
3193,0,8,2,0,0.0,0.0,8293,150166,1,2
3194,1,4,0,166,0.879518072,0.120481928,5908,14374,0,5
3195,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
3196,1,11,0,1,1.0,0.0,2403,819233,0,3
3197,0,9,0,8,1.0,0.0,4632,1571953,1,1
3198,0,8,3,13,0.846153846,0.153846154,470,0,1,0
3199,1,10,0,227,0.986784141,0.0132158589999999,8712,3722,0,5
3200,1,20,0,164,0.402439024,0.597560976,8515,8,0,10
3201,0,168,0,0,0.0,0.0,1610,3948303,1,0
3202,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
3203,1,0,0,271,0.948339483,0.051660517,8386,453826,0,4
3204,0,11,0,33,0.96969697,0.03030303,1934,56558,1,4
3205,0,6,0,116,0.879310345,0.120689655,6606,908,1,5
3206,0,0,0,22,0.318181818,0.681818182,2835,0,1,2
3207,0,0,0,0,0.0,0.0,12,0,1,0
3208,0,15,0,4,1.0,0.0,4003,5816617,1,0
3209,1,17,0,4,1.0,0.0,4004,5828815,1,0
3210,0,8,0,12,0.25,0.75,5193,0,1,0
3211,0,5,1,103,0.932038835,0.067961165,7189,428172,1,2
3212,1,10,0,300,0.783333333,0.2166666669999999,7834,600,0,6
3213,0,0,0,12,0.75,0.25,5159,0,0,8
3214,1,10,0,12,1.0,0.0,2317,0,1,0
3215,0,10,3,278,0.115107914,0.8848920859999999,760,0,1,0
3216,0,0,0,71,0.1971830989999999,0.8028169009999999,7298,2078971,0,5
3217,0,20,0,7,1.0,0.0,521,375731,1,2
3218,0,7,0,0,0.0,0.0,2102,0,1,0
3219,0,8,0,271,0.47601476,0.52398524,3579,57972,0,4
3220,1,10,0,0,0.0,0.0,8205,0,1,3
3221,0,0,0,75,0.706666667,0.293333333,5043,1965575,0,3
3222,1,9,0,0,0.0,0.0,187,0,1,0
3223,0,13,4,6,0.333333333,0.666666667,4609,0,1,3
3224,1,5,0,352,0.988636364,0.011363636,7427,192,0,7
3225,1,6,1,172,0.453488372,0.546511628,2674,0,0,0
3226,1,17,0,51,1.0,0.0,3992,5697976,1,0
3227,0,33,1,10,0.0,1.0,8348,1,1,10
3228,1,6,0,73,0.945205479,0.054794521,5397,474447,0,4
3229,1,10,0,147,0.802721088,0.197278912,9201,684,0,6
3230,1,32,1,0,0.0,0.0,461,0,1,0
3231,1,4,0,142,0.845070423,0.1549295769999999,7872,1453,0,5
3232,0,87,0,1,0.0,1.0,7086,18263,1,3
3233,0,5,0,1,0.0,1.0,439,0,1,0
3234,1,0,0,141,0.957446809,0.042553191,6821,0,0,3
3235,1,0,0,189,0.968253968,0.031746032,4567,1077782,0,3
3236,0,10,0,48,0.4583333329999999,0.541666667,3423,89825,0,5
3237,0,4,0,5,0.4,0.6,3232,0,0,0
3238,1,0,0,173,0.826589595,0.173410405,2901,324756,0,5
3239,0,0,0,540,0.996296296,0.003703704,2472,1457389,0,2
3240,0,0,0,6,0.0,1.0,7412,1561104,1,2
3241,1,10,0,159,0.855345912,0.144654088,4093,56400,0,4
3242,1,6,0,43,0.837209302,0.162790698,9396,6879,1,6
3243,1,12,0,108,0.703703704,0.296296296,7375,1318241,0,5
3244,0,11,2,1,0.0,1.0,8348,1,1,10
3245,1,11,0,59,0.915254237,0.084745763,7506,65678,0,5
3246,1,0,0,82,0.926829268,0.073170732,1936,62777,0,6
3247,0,5,0,403,0.7866004959999999,0.213399504,6225,6330,0,5
3248,1,9,0,1,0.0,1.0,1466,0,1,0
3249,0,1,0,5,0.4,0.6,5160,0,0,8
3250,0,0,0,21,0.19047619,0.80952381,5614,0,1,5
3251,0,17,0,51,1.0,0.0,3992,5707171,1,0
3252,0,7,2,48,0.9375,0.0625,1546,4669,1,2
3253,0,8,0,228,0.938596491,0.061403509,7130,12,0,7
3254,0,10,0,163,0.791411043,0.208588957,8121,6950,0,6
3255,1,9,0,207,0.8647343000000001,0.1352657,6256,689,0,6
3256,1,0,0,98,0.255102041,0.7448979590000001,1937,114231,0,4
3257,1,0,1,0,0.0,0.0,7,0,1,0
3258,0,8,3,29,0.931034483,0.068965517,1266,0,1,0
3259,0,5,0,1,0.0,1.0,5062,723831,1,1
3260,0,0,0,7,0.857142857,0.142857143,7595,0,1,1
3261,0,0,0,12,0.0,1.0,7446,0,1,1
3262,0,231,0,6,0.666666667,0.333333333,4967,0,1,1
3263,0,5,1,27,1.0,0.0,6636,0,1,0
3264,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
3265,1,14,1,2,0.5,0.5,3317,0,1,2
3266,0,54,1,30,0.333333333,0.666666667,8347,1,1,10
3267,1,10,0,68,0.220588235,0.779411765,3329,197818,0,5
3268,1,15,3,4,1.0,0.0,2618,0,1,0
3269,0,7,0,108,0.87037037,0.12962963,8346,1,0,10
3270,1,10,1,17,1.0,0.0,8030,6256,0,5
3271,0,7,0,57,0.912280702,0.087719298,922,11493,1,6
3272,1,0,0,57,0.947368421,0.052631579,7140,0,0,3
3273,1,4,0,4,1.0,0.0,3639,0,1,0
3274,0,0,0,135,0.533333333,0.466666667,4980,3768993,0,1
3275,0,0,0,484,0.979338843,0.020661157,8596,572944,0,2
3276,0,49,1,44,0.977272727,0.022727273,276,0,1,0
3277,0,0,0,37,0.918918919,0.081081081,5904,3369493,0,4
3278,1,8,0,365,0.983561644,0.016438356,5426,60810,1,5
3279,1,10,0,162,0.8827160490000001,0.117283951,9614,24269,1,7
3280,1,9,0,189,0.973544974,0.026455026,6326,272248,0,4
3281,0,0,0,72,1.0,0.0,2235,5965203,0,0
3282,0,0,0,52,0.519230769,0.480769231,7297,0,0,5
3283,0,15,0,51,1.0,0.0,3993,5707171,1,0
3284,1,10,0,106,0.933962264,0.066037736,7668,301,0,6
3285,1,15,3,4,1.0,0.0,2618,0,1,0
3286,0,12,0,1,0.0,1.0,7083,17964,1,3
3287,0,8,0,9,1.0,0.0,4250,0,1,1
3288,1,14,1,75,0.533333333,0.466666667,8350,1309,0,6
3289,1,8,0,272,0.977941176,0.0220588239999999,7605,15306,0,5
3290,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
3291,1,13,3,8,1.0,0.0,5805,0,1,2
3292,1,10,0,50,0.46,0.54,8113,24505,1,5
3293,1,12,1,0,0.0,0.0,8348,1,1,10
3294,0,24,2,1,0.0,1.0,8348,1,1,10
3295,0,5,1,18,0.944444444,0.055555556,5616,0,1,5
3296,0,64,4,2,0.0,1.0,1653,0,1,0
3297,0,7,0,13,0.461538462,0.538461538,5466,75,1,4
3298,1,10,0,58,1.0,0.0,2223,159597,0,4
3299,1,7,0,45,0.644444444,0.355555556,8945,32,1,7
3300,1,10,0,25,1.0,0.0,6723,4971141,1,5
3301,1,0,0,186,0.779569892,0.220430108,5091,189976,0,3
3302,0,12,0,149,0.899328859,0.1006711409999999,8048,1586,0,5
3303,1,7,3,40,0.65,0.35,3023,0,1,1
3304,0,6,0,29,0.655172414,0.344827586,5522,1512,0,8
3305,0,8,0,341,0.0791788859999999,0.920821114,7445,5393701,0,8
3306,0,32,0,37,0.0,1.0,1669,1961063,1,0
3307,0,0,0,0,0.0,0.0,5627,0,1,5
3308,0,39,1,25,0.44,0.56,8346,1,1,10
3309,1,24,1,25,0.2,0.8,9156,65,1,8
3310,0,17,0,51,1.0,0.0,3993,5707171,1,0
3311,1,0,0,88,0.056818182,0.943181818,6564,51845,0,4
3312,1,5,0,0,0.0,0.0,3934,0,1,0
3313,0,0,0,195,0.687179487,0.312820513,7298,0,0,5
3314,0,10,0,99,0.626262626,0.373737374,7616,2190,0,5
3315,0,13,1,0,0.0,0.0,3972,0,1,0
3316,0,5,0,25,0.52,0.48,7489,63,0,10
3317,1,11,0,55,0.745454545,0.254545455,7919,5635,0,6
3318,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
3319,1,0,0,128,0.953125,0.046875,5971,402341,0,3
3320,0,10,0,31,0.870967742,0.129032258,1871,7627796,1,1
3321,0,0,0,90,0.944444444,0.055555556,7962,628506,0,3
3322,1,7,0,1,1.0,0.0,9058,4321397,0,5
3323,0,0,0,22,0.181818182,0.818181818,7297,5358359,0,5
3324,0,0,0,0,0.0,0.0,2837,0,1,2
3325,0,32,0,3,1.0,0.0,2532,0,1,0
3326,1,9,0,165,0.593939394,0.406060606,8900,108560,0,5
3327,1,0,0,85,0.752941176,0.2470588239999999,1960,5241816,0,2
3328,1,11,0,23,0.260869565,0.739130435,4545,254352,0,4
3329,1,8,3,0,0.0,0.0,2640,0,1,0
3330,1,0,0,877,0.979475485,0.020524515,1887,7471833,0,2
